"","country_name","year","ny.gdp.mktp.kd","ny.gdp.mktp.kd.zg","se.com.durs","se.pre.durs","se.prm.ages","se.prm.durs","se.prm.enrl","se.prm.enrl.fe.zs","se.sec.ages","se.sec.durs","se.sec.enrl","sg.gen.parl.zs","sh.dth.imrt","sh.dth.mort","sh.dth.nmrt","sh.dyn.mort","sh.dyn.nmrt","sp.ado.tfrt","sp.dyn.amrt.fe","sp.dyn.amrt.ma","sp.dyn.imrt.in","sp.dyn.le00.fe.in","sp.dyn.le00.in","sp.dyn.le00.ma.in","sp.dyn.tfrt.in","sp.dyn.to65.fe.zs","sp.dyn.to65.ma.zs","vc.ihr.psrc.p5"
"397","Ecuador",2015,86418807383.1387,0.0988726083462836,15,3,6,6,1995554,49.039680480957,12,6,1932353,41.6,4285,4977,2604,15.1,7.9,75.2802,86.029,161.783,13,78.895,76.102,73.402,2.514,85.41347,76.71084,6.53478662032481
"398","Ecuador",2016,85358980969.676,-1.22638398463877,15,3,6,6,1949817,49.1398086547852,12,6,1929522,41.6,4191,4869,2536,14.8,7.7,74.5986,84.789,159.351,12.7,79.109,76.327,73.636,2.486,85.66178,77.05238,5.85376668216684
"399","Ecuador",2017,87380611573.98,2.36838652633651,15,3,6,6,,,12,6,,38,4118,4785,2464,14.5,7.5,73.917,83.55,156.919,12.5,79.322,76.551,73.869,2.458,85.9101,77.39392,
"400","Ecuador",2018,,,15,3,6,6,,,12,6,,38,,,,,,,,,,,,,,,,
"401","El Salvador",1999,15587415995.5088,2.16051667540592,9,3,7,6,939877,48.1672592163086,13,6,405998,16.7,4334,5312,2333,34.8,15.5,92.562,136.779,307.486,28.7,73.038,68.541,64.052,3.144,78.03275,59.75399,65.0471807756737
"402","El Salvador",2000,15762939192.2857,1.126057050299,9,3,7,6,949077,47.9743995666504,13,6,420959,9.5,4003,4890,2141,32.9,14.7,91.262,134.766,305.489,27.2,73.335,68.834,64.319,3.022,78.42038,60.12006,60.5185129386229
"403","El Salvador",2001,15901230435.7578,0.877318892023496,9,3,7,6,967748,48.1350517272949,13,6,435571,9.5,3695,4497,1970,31.1,13.9,89.962,132.753,303.491,25.8,73.638,69.135,64.594,2.903,78.80801,60.48612,60.7860328258123
"404","El Salvador",2002,16152606987.4286,1.58086226525917,9,3,7,6,987676,47.815071105957,13,6,461215,9.5,3414,4138,1818,29.4,13.2,88.662,130.74,301.494,24.6,73.944,69.44,64.873,2.792,79.19563,60.85218,47.7248382784515
"405","El Salvador",2003,16404948034.2828,1.56223108164895,9,3,7,6,1016098,48.1953506469727,13,6,488515,10.7,3158,3812,1685,27.9,12.6,87.4288,128.364,298.82,23.4,74.25,69.743,65.151,2.691,79.57654,61.24485,56.1999552878782
"406","El Salvador",2004,16551081023.1557,0.890786051668485,9,3,7,6,1045485,48.2343597412109,13,6,520332,10.7,2930,3519,1569,26.4,12,86.1956,125.988,296.146,22.2,74.556,70.048,65.432,2.604,79.95745,61.63751,64.9416117084877
"407","El Salvador",2005,16999196207.0351,2.7074677675286,9,3,7,6,1045484,48.1689796447754,13,6,524202,10.7,2729,3261,1468,25,11.4,84.9624,123.611,293.472,21.1,74.865,70.357,65.716,2.529,80.33836,62.03018,64.3892040436155
"408","El Salvador",2006,17737453513.314,4.34289537744942,9,3,7,6,1035100,48.173511505127,13,6,529057,16.7,2550,3033,1380,23.7,10.9,83.7292,121.235,290.798,20.1,75.175,70.668,66.007,2.465,80.71927,62.42285,64.8396642405041
"409","El Salvador",2007,18067472874.2886,1.86057914529192,9,3,7,6,1075041,49.0946884155273,13,6,536017,16.7,2394,2832,1305,22.5,10.5,82.496,118.858,288.124,19.1,75.484,70.98,66.3,2.41,81.10018,62.81552,57.4835928478378
"410","El Salvador",2008,18451808686.6695,2.12722506935543,9,3,7,6,993795,48.156810760498,13,6,539277,16.7,2253,2657,1239,21.4,10,80.6998,116.666,284.948,18.2,75.791,71.291,66.594,2.358,81.46326,63.25393,52.0268968746384
"411","El Salvador",2009,18067384770.9256,-2.08339422043524,9,3,7,6,963524,48.094181060791,13,6,555645,19,2125,2499,1181,20.3,9.7,78.9036,114.473,281.772,17.4,76.093,71.599,66.887,2.31,81.82634,63.69234,71.3997545490866
"412","El Salvador",2010,18447922400,2.10621312325597,9,3,7,6,939726,47.7977600097656,13,6,577111,19,2008,2356,1124,19.4,9.3,77.1074,112.281,278.597,16.6,76.387,71.902,67.178,2.265,82.18942,64.13074,64.675456386162
"413","El Salvador",2011,19151123032.2875,3.81181477805572,9,3,7,6,900681,47.8070487976074,13,6,597823,19,1900,2224,1072,18.4,8.9,75.3112,110.088,275.421,15.8,76.67,72.195,67.465,2.224,82.5525,64.56915,70.5847016419704
"414","El Salvador",2012,19690049938.4193,2.81407469015403,9,3,7,6,858864,47.7926712036133,13,6,611515,26.2,1807,2112,1021,17.6,8.6,73.515,107.895,272.245,15.1,76.942,72.479,67.746,2.187,82.91558,65.00756,41.6958274917918
"415","El Salvador",2013,20157726890.3731,2.37519434138802,12,3,7,6,812740,47.8092384338379,13,6,636553,26.2,1724,2011,976,16.9,8.2,72.7038,106.264,268.603,14.5,77.201,72.753,68.02,2.155,83.20209,65.431,40.203001962796
"416","El Salvador",2014,20556700057.1359,1.97925673332418,15,3,7,6,772827,47.8777885437012,13,6,625060,27.4,1646,1918,931,16.2,7.9,71.8926,104.633,264.96,13.9,77.447,73.015,68.287,2.126,83.48859,65.85443,62.4244868288472
"417","El Salvador",2015,21045462140.7433,2.37762910510367,15,3,7,6,737946,47.8487815856934,13,6,599947,32.1,1577,1835,895,15.5,7.6,71.0814,103.002,261.317,13.4,77.682,73.267,68.547,2.101,83.7751,66.27786,105.441951639277
"418","El Salvador",2016,21588556595.1552,2.58057746976483,15,3,7,6,708295,47.9490509033203,13,6,571919,32.1,1516,1764,859,15,7.3,70.2702,101.371,257.674,12.9,77.907,73.512,68.801,2.079,84.0616,66.70129,82.8422574998954
"419","El Salvador",2017,22089971817.9378,2.32259725458042,15,3,7,6,675540,48.0929412841797,13,6,535680,32.1,1460,1699,827,14.5,7.1,69.459,99.74,254.031,12.5,78.126,73.75,69.051,2.058,84.34811,67.12472,
"420","El Salvador",2018,,,15,3,7,6,,,13,6,,31,,,,,,,,,,,,,,,,
"421","Grenada",1999,616157088.234607,6.8983624336868,9,2,5,7,20017,48.8135108947754,12,5,,,27,33,17,16.2,8.4,57.3408,133.269,230.974,13.5,72.426,70.131,67.776,2.666,78.28701,65.80455,
"422","Grenada",2000,646274551.793201,4.88795213650562,9,2,5,7,16178,48.7452087402344,12,5,,26.7,26,32,16,15.7,8.2,55.2782,130.861,228.112,13.2,72.641,70.337,67.976,2.582,78.65475,66.20097,14.7610191007587
"423","Grenada",2001,633194600.876292,-2.02390004072058,9,2,5,7,15974,48.384880065918,12,5,,26.7,25,30,16,15.3,8,53.2156,128.453,225.25,13,72.865,70.551,68.185,2.512,79.02249,66.59738,5.89107404098224
"424","Grenada",2002,654959547.879999,3.43732352954147,12,2,5,7,17378,48.3484916687012,12,5,14467,26.7,25,29,15,14.9,7.8,51.153,126.045,222.388,12.7,73.096,70.77,68.4,2.455,79.39023,66.99379,13.7120470127326
"425","Grenada",2003,716944745.47362,9.46397343076488,12,2,5,7,16598,49.6083908081055,12,5,14860,26.7,24,28,15,14.6,7.7,49.404,123.611,219.483,12.5,73.33,70.991,68.617,2.409,79.76554,67.4003,8.79120879120879
"426","Grenada",2004,712302884.452897,-0.647450316084857,12,2,5,7,15819,48.6187515258789,12,5,13660,26.7,24,28,15,14.4,7.6,47.655,121.176,216.578,12.4,73.566,71.213,68.835,2.373,80.14084,67.8068,5.84476309226933
"427","Grenada",2005,806847301.238685,13.2730638678244,12,2,5,7,14564,48.7072792053223,12,5,12549,26.7,24,27,15,14.1,7.5,45.906,118.742,213.673,12.3,73.805,71.438,69.056,2.344,80.51615,68.21331,10.6849022331446
"428","Grenada",2006,774632469.576978,-3.99268010344103,12,2,5,7,,,12,5,,26.7,24,27,15,14,7.5,44.157,116.308,210.769,12.2,74.047,71.667,69.283,2.321,80.89145,68.61981,11.6212630376045
"429","Grenada",2007,822066708.874271,6.12345094741464,12,2,5,7,13733,48.7293395996094,12,5,13060,26.7,24,27,15,13.9,7.6,42.408,113.874,207.864,12.2,74.293,71.903,69.517,2.301,81.26676,69.02632,10.619195644199
"430","Grenada",2008,829856141.34603,0.947542624907726,12,2,5,7,13873,47.6969718933105,12,5,12469,13.3,25,28,15,14,7.7,40.998,111.289,204.139,12.3,74.541,72.142,69.756,2.282,81.65512,69.52643,15.394977388627
"431","Grenada",2009,774975419.935199,-6.61328134799545,12,2,5,7,14186,47.4552383422852,12,5,11031,13.3,25,28,16,14.1,7.9,39.588,108.705,200.415,12.5,74.788,72.383,69.997,2.262,82.04348,70.02654,6.71166679450794
"432","Grenada",2010,771013259.259259,-0.511262754149129,12,2,5,7,13664,47.9836082458496,12,5,11500,13.3,26,29,17,14.3,8.2,38.178,106.121,196.69,12.7,75.029,72.618,70.232,2.24,82.43185,70.52664,9.55319697736848
"433","Grenada",2011,776911332.002809,0.764976824032317,12,2,5,7,,,12,5,,13.3,27,30,17,14.6,8.6,36.768,103.537,192.966,13.1,75.257,72.84,70.453,2.217,82.82021,71.02675,3.80680466333571
"434","Grenada",2012,767936889.427134,-1.15514373468322,12,2,5,7,,,12,5,,13.3,27,31,18,15,9,35.358,100.953,189.241,13.4,75.469,73.044,70.655,2.194,83.20857,71.52686,13.2725324940037
"435","Grenada",2013,785994301.613538,2.35141877347161,12,2,5,7,12948,47.7370986938477,12,5,10040,33.3,28,31,20,15.4,9.5,34.1218,99.82,187.843,13.9,75.663,73.227,70.833,2.171,83.41054,71.7478,5.66524091436988
"436","Grenada",2014,843718324.581439,7.34407652185287,12,2,5,7,13061,48.3041114807129,12,5,9736,33.3,29,32,20,15.9,10,32.8856,98.687,186.445,14.4,75.838,73.388,70.987,2.148,83.6125,71.96875,7.52162467092892
"437","Grenada",2015,898080308.938223,6.44314373327768,12,2,5,7,13445,47.7947196960449,12,5,9309,33.3,30,33,21,16.3,10.5,31.6494,97.554,185.046,14.8,75.997,73.531,71.121,2.126,83.81447,72.18969,5.61676792451064
"438","Grenada",2016,931629123.871904,3.73561413158529,12,2,5,7,13196,47.8705711364746,12,5,9185,33.3,30,33,22,16.6,10.8,30.4132,96.421,183.648,15.1,76.142,73.659,71.239,2.104,84.01644,72.41063,10.2493193520194
"439","Grenada",2017,978762255.054155,5.05921615957674,12,2,5,7,13464,47.4004783630371,12,5,8834,33.3,30,33,22,16.7,10.9,29.177,95.288,182.25,15.3,76.28,73.78,71.35,2.083,84.2184,72.63158,
"440","Grenada",2018,,,,,5,7,,,12,5,,46.7,,,,,,,,,,,,,,,,
"441","Guatemala",1999,28728314655.6908,3.84706216076695,16,2,7,6,1823989,46.0869598388672,13,6,434912,7.1,17133,21786,8929,54,21.8,113.959,153.423,269.661,42.3,70.561,67.351,64.162,4.699,74.073,61.69978,24.1928561548357
"442","Guatemala",2000,29765081824.3033,3.60886874513247,16,2,7,6,1909389,46.7954902648926,13,6,503884,8.8,16670,21103,8762,51.9,21.2,111.514,150.259,265.375,40.8,71.046,67.849,64.652,4.598,74.68664,62.42493,24.9254489606371
"443","Guatemala",2001,30459375065.0446,2.33257628801262,16,2,7,6,1971539,46.9943008422852,13,6,547913,8.8,16200,20426,8573,49.8,20.7,109.069,147.095,261.089,39.4,71.489,68.304,65.1,4.49,75.30029,63.15008,27.0860765323382
"444","Guatemala",2002,31637124683.7635,3.86662436837237,16,2,7,6,2075694,47.2411613464355,13,6,608420,8.8,15697,19724,8363,47.9,20.1,106.624,143.931,256.802,38,71.892,68.717,65.506,4.372,75.91394,63.87524,29.7407257425107
"445","Guatemala",2003,32437793855.0109,2.53078994772957,16,2,7,6,,,13,6,,8.2,15178,19007,8143,46.1,19.6,103.1252,141.944,254.168,36.7,72.263,69.092,65.875,4.245,76.32269,64.31335,33.8947038665241
"446","Guatemala",2004,33460259674.7175,3.15208187177201,16,2,7,6,2280706,47.4852485656738,13,6,698561,8.2,14637,18272,7906,44.3,19.1,99.6264,139.956,251.533,35.5,72.608,69.437,66.211,4.11,76.73145,64.75147,35.2193984101649
"447","Guatemala",2005,34551101284.6611,3.26011101093724,16,2,7,6,2345301,47.6062088012695,13,6,754496,8.2,14085,17529,7669,42.6,18.6,96.1276,137.969,248.898,34.3,72.937,69.763,66.528,3.971,77.14021,65.18959,40.7604504205397
"448","Guatemala",2006,36409873403.3563,5.37977676422247,16,2,7,6,2405041,47.7458000183105,13,6,809131,8.2,13546,16800,7446,41.1,18.2,92.6288,135.981,246.264,33.2,73.265,70.085,66.843,3.833,77.54897,65.62771,43.9277187861648
"449","Guatemala",2007,38705172408.0366,6.30405653777618,16,2,7,6,2448976,47.9131698608398,13,6,864154,12,13037,16105,7229,39.6,17.8,89.13,133.994,243.629,32.1,73.599,70.415,67.169,3.701,77.95773,66.06582,42.196199407808
"450","Guatemala",2008,39975120007.4909,3.28107981555104,16,2,7,6,2500575,48.0246315002441,13,6,902796,12,12558,15451,7042,38.1,17.4,87.0182,131.005,239.142,31.1,73.946,70.76,67.513,3.58,78.45601,66.67897,44.9224302720634
"451","Guatemala",2009,40185406335.126,0.526043017746275,16,2,7,6,2659776,48.2878608703613,13,6,982650,12,12127,14853,6852,36.7,16.9,84.9064,128.017,234.654,30.1,74.305,71.122,67.877,3.471,78.9543,67.29211,45.3891142123668
"452","Guatemala",2010,41338521642.0274,2.86948773712759,16,2,7,6,2653483,48.4993896484375,13,6,1082320,12,11742,14310,6633,35.4,16.3,82.7946,125.029,230.167,29.1,74.674,71.494,68.255,3.375,79.45259,67.90526,40.7370480280911
"453","Guatemala",2011,43059051146.4009,4.16204894619231,16,2,7,6,2644683,48.5869216918945,13,6,1113881,13.3,11392,13818,6441,34.1,15.8,80.6828,122.04,225.68,28.2,75.041,71.867,68.633,3.292,79.95088,68.5184,38.0027478910013
"454","Guatemala",2012,44337843574.8185,2.96985742688504,16,2,7,6,2556314,48.4252700805664,13,6,1139559,13.3,11069,13373,6254,32.9,15.3,78.571,119.052,221.193,27.2,75.396,72.227,68.997,3.219,80.44917,69.13155,33.7566701346652
"455","Guatemala",2013,45977273284.397,3.69758557790951,16,3,7,6,2476379,48.2614402770996,13,6,1159708,13.3,10761,12949,6081,31.7,14.8,77.0428,117.257,218.781,26.3,75.729,72.562,69.335,3.151,80.78933,69.51724,33.6812511036332
"456","Guatemala",2014,47896442435.6762,4.17416913658175,16,3,7,6,2417429,48.2004203796387,13,6,1165624,13.3,10482,12569,5906,30.6,14.3,75.5146,115.462,216.369,25.5,76.037,72.869,69.643,3.089,81.12948,69.90294,31.387455530513
"457","Guatemala",2015,49879376398.5391,4.14004435825474,16,3,7,6,2381989,48.1479988098145,13,6,1220652,13.9,10215,12211,5744,29.6,13.8,73.9864,113.667,213.958,24.7,76.32,73.15,69.922,3.029,81.46964,70.28863,29.3986824984745
"458","Guatemala",2016,51421887413.549,3.09248255769093,16,3,7,6,2323954,48.1137199401855,13,6,1220113,13.9,9955,11870,5590,28.6,13.3,72.4582,111.873,211.546,23.9,76.582,73.409,70.177,2.973,81.8098,70.67433,27.2550190750763
"459","Guatemala",2017,52841305560.8527,2.76033848366622,16,3,7,6,2323999,48.1632995605469,13,6,1220327,12.7,9697,11532,5426,27.6,12.9,70.93,110.078,209.134,23.1,76.83,73.654,70.418,2.92,82.14995,71.06002,
"460","Guatemala",2018,,,16,3,7,6,,,13,6,,12.7,,,,,,,,,,,,,,,,
"461","Guyana",1999,1819870736.18439,2.96015180265661,6,2,6,6,107207,48.9790802001953,12,5,62478,18.5,756,960,545,47.9,27.5,95.6794,179.533,284.828,38,67.823,64.785,61.889,3.036,69.86296,57.46582,12.4402594135853
"462","Guyana",2000,1795051267.97988,-1.36380390711416,6,2,6,6,108909,48.608470916748,12,5,,18.5,725,919,523,46.7,26.9,97.1796,179.176,282.177,37.2,67.905,64.93,62.099,3.017,69.96421,57.8193,10.0889285956079
"463","Guyana",2001,1835969850.69542,2.27952167414054,6,2,6,6,109292,48.8855514526367,12,5,72028,18.3,692,877,500,45.5,26.4,98.6798,178.82,279.526,36.4,67.98,65.065,62.298,2.992,70.06545,58.17278,10.6345785981764
"464","Guyana",2002,1856764540.27217,1.13262696382922,6,2,6,6,,,12,5,,20,660,835,478,44.5,26,100.18,178.464,276.875,35.6,68.05,65.192,62.487,2.961,70.1667,58.52626,19.0188912119423
"465","Guyana",2003,1845025602.60787,-0.63222543352623,6,2,6,6,110828,48.9677696228027,12,5,64954,20,629,794,457,43.4,25.5,98.6598,178.266,274.336,34.9,68.115,65.313,62.668,2.924,70.23643,58.83218,27.797839216766
"466","Guyana",2004,1873869849.44014,1.56335211779705,6,2,6,6,,,12,5,,30.8,599,755,436,42.5,25.1,97.1396,178.069,271.797,34.2,68.176,65.428,62.84,2.883,70.30617,59.13811,17.4282779797034
"467","Guyana",2005,1837311443.57134,-1.95095758009678,6,2,6,6,116756,48.9936294555664,12,5,70615,30.8,572,719,418,41.6,24.7,95.6194,177.872,269.257,33.6,68.231,65.538,63.003,2.84,70.3759,59.44403,18.9094821731523
"468","Guyana",2006,1931558343.10466,5.12960934647681,6,2,6,6,110503,,12,5,,29,548,687,402,40.8,24.3,94.0992,177.675,266.718,33,68.28,65.642,63.158,2.797,70.44563,59.74996,20.4108585767628
"469","Guyana",2007,2067146794.49782,7.01964048236941,6,2,6,6,109243,48.6832084655762,12,5,72970,29,527,658,388,39.9,23.9,92.579,177.478,264.178,32.4,68.323,65.741,63.307,2.755,70.51537,60.05588,15.3770245858566
"470","Guyana",2008,2108006990.70391,1.9766470535546,6,2,6,6,107456,48.7846183776855,12,5,74673,30,509,633,376,39.1,23.5,92.083,177.122,261.748,31.8,68.362,65.836,63.451,2.718,70.58414,60.33487,21.1707136674376
"471","Guyana",2009,2182886735.2227,3.55215826365855,6,2,6,6,100761,48.6800308227539,12,5,77945,30,495,612,366,38.3,23.1,91.587,176.766,259.317,31.2,68.401,65.929,63.59,2.684,70.65291,60.61385,15.6901030316766
"472","Guyana",2010,2273224261.15644,4.13844312103167,6,2,6,6,99241,48.7721786499023,12,5,80676,30,483,596,359,37.6,22.7,91.091,176.41,256.887,30.7,68.445,66.022,63.723,2.655,70.72169,60.89283,18.7527794298083
"473","Guyana",2011,2391347770.89989,5.19629812869242,6,2,6,6,98662,48.8577194213867,12,5,86540,31.3,474,581,352,36.8,22.3,90.595,176.054,254.456,30.1,68.501,66.117,63.85,2.63,70.79046,61.17181,17.3541583233213
"474","Guyana",2012,2517522600.23773,5.27630614305671,6,2,6,6,94488,49.1861381530762,12,5,85934,31.3,465,568,345,36,21.8,90.099,175.697,252.025,29.5,68.573,66.216,63.971,2.606,70.85923,61.45079,18.457264792701
"475","Guyana",2013,2643412954.02705,5.00056499105213,6,2,6,6,,,12,5,,31.3,456,555,338,35.1,21.3,89.2416,174.026,250.704,28.9,68.663,66.318,64.084,2.582,71.10492,61.62569,20.4463639109805
"476","Guyana",2014,2745103039.06018,3.84692391244501,6,3,6,6,,,12,5,,31.3,447,542,330,34.3,20.7,88.3842,172.354,249.382,28.3,68.772,66.425,64.192,2.559,71.35061,61.80058,19.5181250024561
"477","Guyana",2015,2831914391.33426,3.16240778720625,6,3,6,6,,,12,5,,30.4,436,527,321,33.3,20.1,87.5268,170.683,248.061,27.5,68.897,66.536,64.294,2.534,71.59629,61.97547,19.3880657997122
"478","Guyana",2016,2925824400.90067,3.31613165474853,6,3,6,6,,,12,5,,30.4,423,511,310,32.3,19.5,86.6694,169.011,246.739,26.7,69.035,66.65,64.393,2.51,71.84198,62.15036,18.3707760799041
"479","Guyana",2017,3011395060.04138,2.92466831277953,6,3,6,6,,,12,5,,31.9,411,495,299,31.3,18.9,85.812,167.339,245.418,26,69.178,66.766,64.489,2.485,72.08766,62.32526,
"480","Guyana",2018,,,6,3,6,6,,,12,5,,31.9,,,,,,,,,,,,,,,,
"481","Haiti",1999,6500140292.47834,2.71024735082645,6,3,6,6,,,12,7,,3.6,20209,28354,8154,107.7,30.6,58.07,274.83,338.834,76.8,59.242,57.467,55.697,4.425,56.93196,49.72675,
"482","Haiti",2000,6556695399.76108,0.870059794681424,6,3,6,6,,,12,7,,,19583,27381,8017,104,30.1,56.207,273.972,337.64,74.5,59.501,57.716,55.938,4.302,57.22305,50.00511,
"483","Haiti",2001,6488218919.22908,-1.04437489248772,6,3,6,6,,,12,7,,3.6,18996,26471,7924,100.6,29.8,54.344,273.114,336.446,72.3,59.766,57.969,56.181,4.182,57.51414,50.28347,
"484","Haiti",2002,6471903362.41499,-0.251464338937936,6,3,6,6,,,12,7,,3.6,18481,25665,7874,97.6,29.7,52.481,272.256,335.253,70.4,60.053,58.239,56.434,4.065,57.80522,50.56183,
"485","Haiti",2003,6495448169.40391,0.363800348528869,6,3,6,6,,,12,7,,3.6,18035,24952,7867,94.8,29.6,51.2726,266.821,329.852,68.7,60.375,58.535,56.705,3.955,58.53707,51.18341,
"486","Haiti",2004,6266620794.5169,-3.52288816597567,6,3,6,6,,,12,7,,3.6,17657,24339,7881,92.4,29.6,50.0642,261.387,324.451,67.2,60.735,58.86,56.998,3.853,59.26891,51.80498,
"487","Haiti",2005,6379734003.44929,1.80501122760404,6,3,6,6,,,12,7,,3.6,17336,23813,7893,90.3,29.6,48.8558,255.952,319.049,65.8,61.134,59.219,57.318,3.757,60.00076,52.42656,
"488","Haiti",2006,6523228358.69808,2.24922160032376,6,3,6,6,,,12,7,,2,17043,23339,7912,88.4,29.6,47.6474,250.518,313.648,64.6,61.568,59.61,57.667,3.667,60.73261,53.04814,
"489","Haiti",2007,6741318083.48971,3.3432790146129,6,3,6,6,,,12,7,,4.1,16778,22920,7914,86.6,29.6,46.439,245.083,308.247,63.5,62.023,60.023,58.039,3.579,61.46445,53.66971,5.08533687060716
"490","Haiti",2008,6798211055.17446,0.843944329286145,6,3,6,6,,,12,7,,4.1,16521,22521,7921,85,29.6,45.4042,240.4,303.291,62.4,62.484,60.448,58.428,3.493,62.13233,54.32647,5.13136024632178
"491","Haiti",2009,7007816740.32888,3.08324768756449,6,3,6,6,,,12,7,,4.1,16252,22112,7912,83.5,29.6,44.3694,235.718,298.334,61.4,62.943,60.876,58.825,3.408,62.8002,54.98323,6.06929757522427
"492","Haiti",2010,6622541528.56888,-5.49779233727396,6,3,6,6,,,12,7,,11.1,22982,58323,8467,210.9,31.8,43.3346,231.035,293.377,87,63.387,61.296,59.221,3.325,63.46807,55.63998,6.77025930093123
"493","Haiti",2011,6988353355.2788,5.52373775433274,6,3,6,6,,,12,7,,4.2,15644,21078,7847,80.6,29.5,42.2998,226.352,288.42,59.6,63.808,61.699,59.605,3.245,64.13594,56.29674,9.00931626386612
"494","Haiti",2012,7189974061.95112,2.88509605084617,6,3,6,6,,,12,7,,4.2,15443,20777,7815,79.3,29.5,41.265,221.669,283.463,58.8,64.203,62.078,59.969,3.169,64.80381,56.9535,10.0396434711703
"495","Haiti",2013,7494401366.58013,4.23405289095575,6,3,6,6,,,12,7,,4.2,15172,20408,7769,77.9,29.4,40.502,218.656,280.515,57.9,64.572,62.432,60.308,3.098,65.25471,57.35826,
"496","Haiti",2014,7705005174.04483,2.81014849836897,6,3,6,6,,,12,7,,4.2,14899,20026,7713,76.5,29.3,39.739,215.642,277.567,57,64.912,62.757,60.619,3.033,65.70561,57.76302,
"497","Haiti",2015,7798329610.05403,1.21121834315667,6,3,6,6,,,12,7,,4.2,14622,19624,7629,75,29,38.976,212.628,274.619,56.1,65.225,63.055,60.902,2.973,66.1565,58.16778,
"498","Haiti",2016,7911616492.26843,1.45270702675018,6,3,6,6,,,12,7,,0,14314,19146,7527,73.4,28.7,38.213,209.615,271.672,55,65.515,63.33,61.162,2.919,66.6074,58.57254,
"499","Haiti",2017,8004441867.12252,1.17327950545634,6,3,6,6,,,12,7,,2.5,13998,18652,7391,71.7,28.3,37.45,206.601,268.724,53.9,65.791,63.589,61.407,2.868,67.0583,58.97729,
"500","Haiti",2018,,,,,6,6,,,12,7,,2.5,,,,,,,,,,,,,,,,
"501","Honduras",1999,9851409878.53074,-0.735651051976049,9,3,7,6,1080869,49.7034301757813,13,5,,9.4,6689,8200,3844,39.2,18.1,113.7474,145.816,201.788,31.8,72.711,70.288,67.898,4.173,76.515,68.6282,42.0842525751359
"502","Honduras",2000,10569704556.9194,7.29128812266786,9,3,7,6,1094792,49.6187400817871,13,5,,9.4,6463,7889,3801,37.4,17.8,111.8376,143.908,199.504,30.6,72.964,70.537,68.142,4.055,76.826,68.9718,48.6796786712042
"503","Honduras",2001,10857538040.412,2.72319327321382,9,3,7,6,,,13,5,,9.4,6230,7573,3702,35.7,17.3,109.9278,142,197.22,29.3,73.185,70.756,68.357,3.936,77.137,69.3154,52.1136741470009
"504","Honduras",2002,11265166701.8573,3.75433786119939,9,3,7,6,,,13,5,,5.5,5983,7243,3597,34.1,16.8,108.018,140.092,194.935,28.1,73.387,70.957,68.553,3.815,77.448,69.659,52.7891173114647
"505","Honduras",2003,11777398118.373,4.54703805165396,9,3,6,6,1255859,48.9227714538574,12,5,,5.5,5731,6918,3487,32.5,16.3,104.901,138.472,193.111,26.9,73.583,71.15,68.741,3.693,77.70113,69.95956,57.9059376120035
"506","Honduras",2004,12511401249.9967,6.23230296069099,9,3,6,6,1257358,49.0223197937012,12,5,,5.5,5482,6596,3378,31.1,15.9,101.784,136.852,191.286,25.8,73.778,71.341,68.926,3.57,77.95426,70.26012,50.5125307583001
"507","Honduras",2005,13268415996.7103,6.05059922215976,9,3,6,6,1231533,49.094181060791,12,5,,23.4,5231,6274,3268,29.6,15.4,98.667,135.232,189.461,24.7,73.974,71.532,69.109,3.447,78.20739,70.56068,43.5618158713109
"508","Honduras",2006,14139785190.6771,6.56724355177587,9,3,6,6,1293333,49.0483093261719,12,5,524367,23.4,4982,5961,3155,28.3,15,95.55,133.612,187.637,23.7,74.173,71.724,69.292,3.325,78.46052,70.86124,41.3450754408395
"509","Honduras",2007,15014801358.9561,6.18832716678008,9,3,6,6,1251733,49.127571105957,12,5,554297,23.4,4737,5652,3034,27,14.6,92.433,131.992,185.812,22.7,74.368,71.911,69.47,3.204,78.71365,71.1618,46.5492090526535
"510","Honduras",2008,15650167709.792,4.23160011009342,9,3,6,6,1276495,49.0387306213379,12,5,566938,23.4,4502,5356,2905,25.9,14.1,89.4986,130.425,184.052,21.8,74.56,72.093,69.642,3.087,78.95296,71.41425,56.5882577396351
"511","Honduras",2009,15269613868.5127,-2.43162787988014,9,3,6,6,1265963,49.0101203918457,12,5,,18,4273,5072,2772,24.7,13.6,86.5642,128.859,182.292,20.9,74.747,72.27,69.81,2.975,79.19227,71.66671,65.7123360349649
"512","Honduras",2010,15839344591.9842,3.73114034433009,9,3,6,6,1274904,49.0116882324219,12,5,655294,18,4060,4806,2635,23.7,13,83.6298,127.292,180.532,20.1,74.934,72.446,69.977,2.871,79.43158,71.91917,76.0972414383892
"513","Honduras",2011,16446892853.4328,3.83569066207508,12,3,6,6,1259405,48.927791595459,12,5,663115,19.5,3872,4571,2511,22.7,12.5,80.6954,125.725,178.772,19.3,75.123,72.624,70.144,2.777,79.67089,72.17162,85.0615450931558
"514","Honduras",2012,17125933703.7093,4.12868774866939,12,3,6,6,1216739,48.8699684143066,12,5,659558,19.5,3706,4365,2399,21.9,12.1,77.761,124.158,177.012,18.6,75.316,72.805,70.314,2.694,79.9102,72.42408,84.3204619613842
"515","Honduras",2013,17604014377.0727,2.79155975746801,12,3,6,6,1167574,48.7428588867188,12,5,642654,19.5,3553,4176,2299,21,11.6,76.3666,122.807,175.653,18,75.514,72.99,70.488,2.621,80.16836,72.68228,74.279968837295
